%
% Comments go after a '%' sign.
%
%
% Relation: selected_fe150
%
%
% Attributes: 151     Instances: 148
%
%

@relation selected_fe150

@attribute 'Time' numeric
@attribute 'avg t001' numeric
@attribute 'avg t003' numeric
@attribute 'avg t004' numeric
@attribute 'avg t005' numeric
@attribute 'time (s) Activity1' numeric
@attribute 'time (s) Activity2' numeric
@attribute 'time (s) Activity3' numeric
@attribute 'time (s) Activity8' numeric
@attribute 'time (s) Activity9' numeric
@attribute 'time (s) Activity12' numeric
@attribute 'time (s) Activity13' numeric
@attribute 'time (s) Activity14' numeric
@attribute 'time (s) Activity15' numeric
@attribute 'n m001' numeric
@attribute 'n m002' numeric
@attribute 'n m003' numeric
@attribute 'n m004' numeric
@attribute 'n m005' numeric
@attribute 'n m006' numeric
@attribute 'n m007' numeric
@attribute 'n m008' numeric
@attribute 'n m010' numeric
@attribute 'n m012' numeric
@attribute 'n m013' numeric
@attribute 'n m014' numeric
@attribute 'n m015' numeric
@attribute 'n m016' numeric
@attribute 'n m017' numeric
@attribute 'n m018' numeric
@attribute 'n m020' numeric
@attribute 'n m021' numeric
@attribute 'n m022' numeric
@attribute 'n m023' numeric
@attribute 'n m024' numeric
@attribute 'n m025' numeric
@attribute 'n m027' numeric
@attribute 'n m031' numeric
@attribute 'n m032' numeric
@attribute 'n m033' numeric
@attribute 'n m034' numeric
@attribute 'n m035' numeric
@attribute 'n m038' numeric
@attribute 'n m039' numeric
@attribute 'n m040' numeric
@attribute 'n m042' numeric
@attribute 'n m047' numeric
@attribute 'n m048' numeric
@attribute 'n m049' numeric
@attribute 'n m051' numeric
@attribute 'n d001' numeric
@attribute 'n d002' numeric
@attribute 'n d005' numeric
@attribute 'n d008' numeric
@attribute 'n d009' numeric
@attribute 'n d012' numeric
@attribute 'n d014' numeric
@attribute 'n d015' numeric
@attribute 'n Task1' numeric
@attribute 'n Task2' numeric
@attribute 'n Task5' numeric
@attribute 'n Task7' numeric
@attribute 'n Task8' numeric
@attribute 'n Task9' numeric
@attribute 'n Task11' numeric
@attribute 'n Action6' numeric
@attribute 'n Action7' numeric
@attribute 'n Action8' numeric
@attribute 'n Action9' numeric
@attribute 'n Action10' numeric
@attribute 'n Action11' numeric
@attribute 'n paz1' numeric
@attribute 'n paz2' numeric
@attribute 'n paz3' numeric
@attribute 'n paz7' numeric
@attribute 'n paz8' numeric
@attribute 'n paz9' numeric
@attribute 'n paz11' numeric
@attribute 'n paz21' numeric
@attribute 'n paz33' numeric
@attribute 'n paz34' numeric
@attribute 'n paz35' numeric
@attribute 'n paz39' numeric
@attribute 'n paz43' numeric
@attribute 'n paz45' numeric
@attribute 'n paz58' numeric
@attribute 'n paz62' numeric
@attribute 'n paz66' numeric
@attribute 'n paz70' numeric
@attribute 'n paz71' numeric
@attribute 'n paz74' numeric
@attribute 'n paz75' numeric
@attribute 'n paz78' numeric
@attribute 'n paz79' numeric
@attribute 'n paz82' numeric
@attribute 'n paz86' numeric
@attribute 'n paz88' numeric
@attribute 'n paz89' numeric
@attribute 'n paz91' numeric
@attribute 'n paz99' numeric
@attribute 'n paz100' numeric
@attribute 'n paz101' numeric
@attribute 'n paz102' numeric
@attribute 'n paz103' numeric
@attribute 'n paz105' numeric
@attribute 'n paz111' numeric
@attribute 'n paz112' numeric
@attribute 'n paz116' numeric
@attribute 'n paz117' numeric
@attribute 'n paz118' numeric
@attribute 'n paz122' numeric
@attribute 'n paz128' numeric
@attribute 'n paz130' numeric
@attribute 'n paz132' numeric
@attribute 'n paz135' numeric
@attribute 'n paz136' numeric
@attribute 'n paz140' numeric
@attribute 'n paz147' numeric
@attribute 'n paz150' numeric
@attribute 'n paz156' numeric
@attribute 'n paz159' numeric
@attribute 'n paz166' numeric
@attribute 'n paz170' numeric
@attribute 'n paz175' numeric
@attribute 'n paz178' numeric
@attribute 'n paz181' numeric
@attribute 'n paz188' numeric
@attribute 'n paz191' numeric
@attribute 'n paz203' numeric
@attribute 'n paz204' numeric
@attribute 'n paz205' numeric
@attribute 'n paz208' numeric
@attribute 'n paz210' numeric
@attribute 'n paz211' numeric
@attribute 'n paz216' numeric
@attribute 'n paz217' numeric
@attribute 'n paz218' numeric
@attribute 'n paz220' numeric
@attribute 'n paz221' numeric
@attribute 'n paz235' numeric
@attribute 'n paz249' numeric
@attribute 'n paz250' numeric
@attribute 'n paz251' numeric
@attribute 'n paz254' numeric
@attribute 'n paz255' numeric
@attribute 'n paz257' numeric
@attribute 'n paz259' numeric
@attribute 'n paz268' numeric
@attribute 'n paz274' numeric
@attribute 'act Consumption' numeric
@attribute 'avg Consumption' {'down','up'}

@data
720,24.566666666666663,21.0,24.15,24.0,412,353,377,162,49,411,233,644,69,104,58,16,4,10,52,150,120,8,32,526,158,124,142,288,86,0,38,51,100,42,72,32,0,0,0,0,0,2,0,0,30,0,0,0,36,2,0,0,6,8,4,0,0,16,31,41,8,5,5,2,10,21,16,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1443.1178057553957,'down'
930,22.428571428571427,21.0625,22.0,23.681818181818183,243,214,290,122,61,259,297,524,76,108,42,18,2,26,66,124,118,106,4,387,160,136,174,344,128,0,70,52,104,44,82,24,0,0,0,0,0,6,4,4,32,0,0,0,44,2,0,2,0,0,8,0,0,18,36,28,9,1,5,0,14,21,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2872.8212765957446,'up'
690,23.9,27.176470588235293,19.0,24.46,279,301,329,43,0,582,272,432,131,88,79,18,2,2,32,138,112,10,6,314,156,126,154,310,104,0,40,32,80,36,46,19,0,0,0,0,0,10,4,4,23,0,0,0,54,0,0,3,0,6,4,6,10,15,22,31,18,23,2,1,9,17,24,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5190.814390602056,'down'
690,20.328125,20.75,20.613636363636363,21.5,339,204,129,98,131,0,420,439,0,108,38,6,2,4,92,162,134,44,12,104,166,150,168,408,124,2,70,64,120,44,84,26,0,0,0,0,0,10,4,4,34,0,0,0,26,2,0,2,0,12,14,0,0,14,34,19,32,1,2,1,16,14,4,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3113.488235294118,'down'
690,24.0,23.0,23.25,24.0,358,228,197,47,21,220,199,307,54,88,34,12,2,0,52,106,114,12,48,436,166,110,126,286,78,0,116,58,82,58,94,38,0,0,0,0,0,6,4,4,48,0,0,0,22,18,0,2,0,14,1,0,0,17,21,29,19,3,4,6,5,15,9,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1297.5088183421517,'up'
690,24.0,23.0,23.25,24.0,301,195,342,124,59,158,150,357,101,104,52,14,2,4,32,142,116,178,2,370,152,122,162,306,78,8,88,60,106,64,126,46,0,0,0,0,0,38,12,14,52,0,0,0,26,10,0,4,0,0,11,0,0,19,26,34,16,1,5,0,6,25,4,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2547.2617424242426,'down'
930,23.15217391304348,22.0,19.6,22.75,349,218,228,72,115,142,177,342,71,92,40,8,0,40,30,99,110,40,10,501,156,106,140,236,102,12,54,46,98,40,104,28,0,0,0,0,0,42,0,0,40,0,0,0,38,0,0,2,2,18,10,0,0,16,18,20,20,3,1,1,10,27,5,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2745.8415680473377,'up'
690,24.5,21.25,20.0,23.8,338,231,247,68,70,151,184,409,64,124,56,22,2,4,70,168,130,117,0,484,184,152,167,362,128,0,68,66,126,46,96,44,0,0,0,0,0,22,8,6,50,0,0,0,46,2,0,2,0,14,0,2,2,18,27,21,21,6,2,0,10,16,10,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2658.3745454545456,'down'
900,23.25,21.75,23.454545454545453,22.846153846153847,473,219,552,129,167,274,346,483,133,94,90,12,4,2,62,140,126,88,8,381,130,98,140,218,88,0,50,42,106,38,92,24,0,0,0,0,0,6,4,4,30,0,0,0,20,0,0,2,0,0,6,0,0,22,32,34,20,1,5,0,21,24,6,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1919.0184834123224,'down'
932,23.25,21.75,23.454545454545453,22.846153846153847,378,169,331,71,349,651,209,185,0,108,62,14,2,8,56,168,160,36,10,304,216,152,196,280,136,24,64,44,104,46,116,24,0,0,0,0,0,10,4,4,32,0,0,0,52,6,0,2,0,0,1,0,0,21,26,37,16,1,8,2,16,43,8,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1149.715028901734,'up'
685,23.25,21.75,23.454545454545453,22.846153846153847,362,162,336,66,58,67,184,444,77,128,66,10,2,6,30,154,154,137,30,404,178,166,212,366,150,6,100,62,124,74,122,42,0,0,0,0,0,12,8,14,56,0,0,0,46,8,0,2,0,0,12,0,0,25,20,43,23,1,6,1,12,45,2,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2604.9605072463773,'down'
930,23.25,21.75,23.454545454545453,22.846153846153847,82,281,413,135,245,290,197,567,193,86,62,12,0,2,46,118,114,18,6,564,159,129,144,321,104,4,64,74,80,90,78,46,0,0,0,0,0,7,4,4,54,0,0,0,28,2,0,3,0,0,8,2,2,23,51,21,2,1,9,2,16,36,7,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3991.7702770780857,'up'
750,20.33333333333333,20.75,20.5,22.59090909090909,214,167,238,47,62,230,112,412,69,116,60,10,4,4,36,152,170,72,30,563,192,128,153,307,74,0,60,52,110,48,84,34,0,0,0,0,0,12,12,12,44,0,0,0,30,2,0,4,0,22,10,0,0,25,21,41,43,1,4,1,5,21,6,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1730.4153477218224,'down'
660,20.33333333333333,20.75,20.5,22.59090909090909,89,197,136,63,36,260,193,390,126,100,152,4,0,2,40,242,180,208,6,478,112,136,168,373,82,0,62,46,94,46,94,26,0,0,0,0,0,14,8,10,44,0,0,0,30,2,0,4,0,0,12,0,0,21,27,15,2,1,6,3,17,24,18,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2356.8921739130437,'up'
940,20.33333333333333,20.75,20.5,22.59090909090909,194,127,282,40,29,362,198,466,110,108,42,14,2,6,36,158,162,82,14,562,179,135,161,294,74,0,52,48,110,46,144,24,0,0,0,0,0,10,4,4,30,0,0,0,28,0,0,2,0,0,10,0,0,21,15,75,9,1,3,1,6,64,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2157.0408602150537,'up'
694,23.285714285714285,22.85,22.33333333333333,24.15,258,214,170,77,64,369,138,468,132,93,47,17,7,5,19,97,115,45,17,302,173,129,165,319,115,3,79,49,85,71,81,41,1,1,1,1,1,1,1,1,39,1,1,1,29,9,1,1,1,23,7,1,3,39,19,23,16,22,5,4,4,18,34,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1590.284615384615,'down'
990,23.285714285714285,22.85,22.33333333333333,24.15,327,139,289,73,147,289,130,471,91,132,66,26,2,4,59,174,176,28,22,454,200,186,242,344,112,5,92,62,122,76,150,66,0,0,0,0,0,12,10,10,68,0,0,0,48,0,0,4,0,0,10,0,2,27,33,33,20,1,10,3,16,40,2,15,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1442.4305555555557,'down'
915,23.285714285714285,22.85,22.33333333333333,24.15,260,177,469,77,123,320,219,435,132,116,70,12,0,8,36,132,134,102,4,480,126,150,190,329,118,2,80,62,102,54,98,38,0,0,0,0,0,2,0,0,34,0,0,0,50,2,0,0,0,0,2,0,0,18,16,18,12,1,8,2,14,20,19,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484.590769230769,'down'
930,22.673076923076923,21.25,20.25,24.13636363636364,422,299,223,32,56,184,107,474,72,86,77,16,4,4,24,144,112,94,6,418,183,96,140,309,108,4,60,54,84,52,94,28,0,0,0,0,0,10,4,6,34,0,0,0,50,0,0,2,0,0,0,2,2,18,22,11,37,18,2,0,6,14,24,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2347.734339622641,'down'
960,27.0,29.0,30.142857142857142,27.166666666666668,588,503,368,125,164,274,262,411,90,76,52,10,4,8,84,142,88,18,4,158,146,102,110,202,78,0,32,32,67,28,26,20,0,0,0,0,0,22,10,10,38,0,0,0,38,2,0,4,0,10,5,0,0,22,15,63,11,13,5,1,6,26,14,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1933.4886075949369,'down'
720,23.94736842105263,21.07894736842105,21.772727272727277,21.83333333333333,319,173,330,131,189,169,225,793,57,104,40,24,2,34,56,116,120,55,22,298,172,136,186,338,136,0,60,54,102,44,96,42,0,0,0,0,0,28,14,16,62,0,0,0,44,0,0,5,0,0,11,0,0,18,32,45,24,3,1,1,8,18,8,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3192.922535211268,'down'
660,22.295454545454547,23.5,21.772727272727277,22.416666666666668,497,183,180,258,84,256,167,526,106,89,48,8,4,0,48,116,101,20,2,440,119,102,124,214,86,0,44,38,77,34,94,24,0,0,0,0,0,0,0,0,26,0,0,0,38,2,0,0,0,12,4,0,0,18,25,24,34,12,2,1,8,14,18,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2268.089580318379,'up'
660,20.416666666666668,23.2,19.5,22.33333333333333,249,156,289,51,127,147,150,384,68,104,78,10,2,8,40,142,146,149,2,248,176,128,160,286,72,0,60,54,96,46,74,30,0,0,0,0,0,14,10,8,36,0,0,0,32,2,0,4,0,18,5,0,0,19,19,15,20,7,2,1,5,15,11,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2691.67578125,'down'
990,24.01315789473684,23.407894736842103,25.539473684210527,25.01315789473684,366,197,375,83,124,285,235,625,125,85,46,25,2,25,56,112,102,33,4,427,223,130,152,272,89,0,53,36,76,51,153,40,0,0,0,0,0,8,4,7,38,0,0,0,34,0,0,0,0,18,7,0,0,25,31,91,34,11,11,1,5,60,7,6,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1458.2876606683806,'down'
770,18.6,19.75,19.071428571428573,21.6,115,194,271,47,101,123,137,336,0,126,40,16,0,6,25,206,154,36,14,418,178,144,156,247,100,2,72,57,120,68,142,56,38,38,4,0,22,30,20,20,56,4,4,2,26,8,0,17,0,18,6,0,2,17,30,39,10,1,4,0,13,36,2,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1979.714715719064,'down'
720,23.2,19.75,19.25,24.38888888888889,451,191,373,109,188,206,221,666,57,73,78,6,2,0,10,80,78,12,22,460,156,90,108,248,108,0,70,46,68,42,74,46,0,0,0,0,0,0,0,0,28,0,0,0,48,0,0,0,0,8,6,0,0,14,16,27,50,3,2,1,4,11,3,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2397.3593949044584,'up'
900,22.34210526315789,21.75,19.25,23.40909090909091,146,180,133,49,50,127,0,387,101,92,50,10,2,2,62,120,106,32,8,405,140,114,136,300,100,0,70,60,86,52,66,34,0,0,0,0,0,6,4,4,32,0,0,0,36,0,0,2,2,14,7,0,0,15,21,18,15,4,2,0,5,11,8,9,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1830.743324250681,'down'
690,24.821428571428573,23.0,22.75,24.83333333333333,265,298,216,245,104,292,267,468,108,120,56,8,0,0,72,206,194,18,6,370,114,134,186,284,86,0,62,88,118,40,120,24,0,0,0,0,0,0,0,0,22,0,0,0,42,2,0,0,0,20,2,0,0,19,47,47,6,1,4,2,6,21,13,12,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1786.8491588785048,'down'
960,24.821428571428573,23.0,22.75,24.83333333333333,369,299,319,102,245,194,271,515,121,138,142,26,2,18,60,248,256,20,22,346,116,146,184,346,124,0,66,52,110,56,126,36,0,0,0,0,0,6,4,4,40,0,0,0,44,2,0,2,0,0,8,6,6,32,40,55,18,1,8,0,7,44,3,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2916.341964285714,'down'
930,20.0,23.0,21.0,24.846153846153847,185,250,328,117,0,301,237,632,115,100,32,4,0,0,36,152,142,162,2,396,178,126,188,348,100,0,44,54,98,28,100,26,0,0,0,0,0,14,10,8,34,0,0,0,30,0,0,4,0,16,9,0,0,19,31,27,7,6,2,0,2,14,13,18,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781.700434782609,'down'
715,25.404761904761905,23.1,25.55,25.017241379310345,204,352,188,65,64,198,123,317,106,86,86,6,2,0,42,130,118,10,0,346,223,152,196,289,128,0,60,34,86,50,114,56,0,0,0,0,0,12,8,10,76,0,0,0,32,0,0,4,0,14,12,0,0,21,20,14,10,1,3,1,7,17,6,12,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2539.9106976744188,'down'
990,22.987179487179485,23.5,23.2948717948718,24.28205128205128,177,158,259,63,135,529,425,504,187,109,181,61,2,12,120,222,122,21,6,432,185,92,138,285,94,8,80,63,87,48,82,40,0,0,0,0,0,6,0,0,31,0,0,0,32,0,0,0,0,18,9,0,0,17,37,55,17,6,6,1,13,17,14,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1656.5897196261683,'down'
670,24.25,26.25,26.83333333333333,23.125,249,146,252,56,45,151,348,384,104,119,146,16,0,6,78,220,211,182,14,252,94,138,186,328,128,4,98,82,121,68,100,36,0,0,0,0,0,0,0,0,44,0,0,0,32,4,2,0,0,0,8,2,2,20,12,15,20,1,3,1,6,18,8,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4639.586808510638,'down'
910,20.72222222222222,22.318181818181817,22.0,22.727272727272727,336,153,224,80,71,209,135,349,110,108,50,24,2,12,38,158,112,136,8,282,126,126,158,278,134,16,102,74,104,64,128,36,0,0,0,0,0,12,4,2,50,0,0,0,52,4,0,0,0,0,11,0,0,19,16,20,29,1,3,1,3,17,7,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2626.433333333334,'down'
931,23.125,24.25,20.954545454545453,23.142857142857142,77,162,316,68,111,276,254,300,97,118,44,12,4,2,62,180,156,14,6,408,174,140,164,244,152,16,90,62,124,66,110,41,0,0,0,0,0,16,8,8,59,0,0,0,34,4,0,4,0,0,6,0,0,25,18,27,7,1,6,0,13,22,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1447.856325301205,'up'
