%
% Comments go after a '%' sign.
%
%
% Relation: selected_fe200
%
%
% Attributes: 201     Instances: 148
%
%

@relation selected_fe200

@attribute 'Time' numeric
@attribute 'avg t001' numeric
@attribute 'avg t003' numeric
@attribute 'avg t004' numeric
@attribute 'avg t005' numeric
@attribute 'time (s) Activity1' numeric
@attribute 'time (s) Activity2' numeric
@attribute 'time (s) Activity3' numeric
@attribute 'time (s) Activity4' numeric
@attribute 'time (s) Activity8' numeric
@attribute 'time (s) Activity9' numeric
@attribute 'time (s) Activity10' numeric
@attribute 'time (s) Activity12' numeric
@attribute 'time (s) Activity13' numeric
@attribute 'time (s) Activity14' numeric
@attribute 'time (s) Activity15' numeric
@attribute 'n m001' numeric
@attribute 'n m002' numeric
@attribute 'n m003' numeric
@attribute 'n m004' numeric
@attribute 'n m005' numeric
@attribute 'n m006' numeric
@attribute 'n m007' numeric
@attribute 'n m008' numeric
@attribute 'n m010' numeric
@attribute 'n m011' numeric
@attribute 'n m012' numeric
@attribute 'n m013' numeric
@attribute 'n m014' numeric
@attribute 'n m015' numeric
@attribute 'n m016' numeric
@attribute 'n m017' numeric
@attribute 'n m018' numeric
@attribute 'n m020' numeric
@attribute 'n m021' numeric
@attribute 'n m022' numeric
@attribute 'n m023' numeric
@attribute 'n m024' numeric
@attribute 'n m025' numeric
@attribute 'n m027' numeric
@attribute 'n m029' numeric
@attribute 'n m031' numeric
@attribute 'n m032' numeric
@attribute 'n m033' numeric
@attribute 'n m034' numeric
@attribute 'n m035' numeric
@attribute 'n m038' numeric
@attribute 'n m039' numeric
@attribute 'n m040' numeric
@attribute 'n m042' numeric
@attribute 'n m045' numeric
@attribute 'n m047' numeric
@attribute 'n m048' numeric
@attribute 'n m049' numeric
@attribute 'n m051' numeric
@attribute 'n m052' numeric
@attribute 'n d001' numeric
@attribute 'n d002' numeric
@attribute 'n d003' numeric
@attribute 'n d004' numeric
@attribute 'n d005' numeric
@attribute 'n d008' numeric
@attribute 'n d009' numeric
@attribute 'n d010' numeric
@attribute 'n d011' numeric
@attribute 'n d012' numeric
@attribute 'n d014' numeric
@attribute 'n d015' numeric
@attribute 'n Task1' numeric
@attribute 'n Task2' numeric
@attribute 'n Task5' numeric
@attribute 'n Task6' numeric
@attribute 'n Task7' numeric
@attribute 'n Task8' numeric
@attribute 'n Task9' numeric
@attribute 'n Task10' numeric
@attribute 'n Task11' numeric
@attribute 'n Task12' numeric
@attribute 'n Task13' numeric
@attribute 'n Action6' numeric
@attribute 'n Action7' numeric
@attribute 'n Action8' numeric
@attribute 'n Action9' numeric
@attribute 'n Action10' numeric
@attribute 'n Action11' numeric
@attribute 'n paz1' numeric
@attribute 'n paz2' numeric
@attribute 'n paz3' numeric
@attribute 'n paz5' numeric
@attribute 'n paz7' numeric
@attribute 'n paz8' numeric
@attribute 'n paz9' numeric
@attribute 'n paz11' numeric
@attribute 'n paz21' numeric
@attribute 'n paz25' numeric
@attribute 'n paz29' numeric
@attribute 'n paz33' numeric
@attribute 'n paz34' numeric
@attribute 'n paz35' numeric
@attribute 'n paz39' numeric
@attribute 'n paz43' numeric
@attribute 'n paz45' numeric
@attribute 'n paz52' numeric
@attribute 'n paz57' numeric
@attribute 'n paz58' numeric
@attribute 'n paz60' numeric
@attribute 'n paz62' numeric
@attribute 'n paz63' numeric
@attribute 'n paz66' numeric
@attribute 'n paz70' numeric
@attribute 'n paz71' numeric
@attribute 'n paz72' numeric
@attribute 'n paz73' numeric
@attribute 'n paz74' numeric
@attribute 'n paz75' numeric
@attribute 'n paz78' numeric
@attribute 'n paz79' numeric
@attribute 'n paz82' numeric
@attribute 'n paz85' numeric
@attribute 'n paz86' numeric
@attribute 'n paz88' numeric
@attribute 'n paz89' numeric
@attribute 'n paz91' numeric
@attribute 'n paz93' numeric
@attribute 'n paz94' numeric
@attribute 'n paz99' numeric
@attribute 'n paz100' numeric
@attribute 'n paz101' numeric
@attribute 'n paz102' numeric
@attribute 'n paz103' numeric
@attribute 'n paz105' numeric
@attribute 'n paz107' numeric
@attribute 'n paz111' numeric
@attribute 'n paz112' numeric
@attribute 'n paz116' numeric
@attribute 'n paz117' numeric
@attribute 'n paz118' numeric
@attribute 'n paz122' numeric
@attribute 'n paz128' numeric
@attribute 'n paz130' numeric
@attribute 'n paz131' numeric
@attribute 'n paz132' numeric
@attribute 'n paz134' numeric
@attribute 'n paz135' numeric
@attribute 'n paz136' numeric
@attribute 'n paz140' numeric
@attribute 'n paz145' numeric
@attribute 'n paz147' numeric
@attribute 'n paz149' numeric
@attribute 'n paz150' numeric
@attribute 'n paz152' numeric
@attribute 'n paz156' numeric
@attribute 'n paz158' numeric
@attribute 'n paz159' numeric
@attribute 'n paz160' numeric
@attribute 'n paz163' numeric
@attribute 'n paz166' numeric
@attribute 'n paz170' numeric
@attribute 'n paz175' numeric
@attribute 'n paz178' numeric
@attribute 'n paz179' numeric
@attribute 'n paz181' numeric
@attribute 'n paz184' numeric
@attribute 'n paz185' numeric
@attribute 'n paz188' numeric
@attribute 'n paz191' numeric
@attribute 'n paz194' numeric
@attribute 'n paz197' numeric
@attribute 'n paz199' numeric
@attribute 'n paz202' numeric
@attribute 'n paz203' numeric
@attribute 'n paz204' numeric
@attribute 'n paz205' numeric
@attribute 'n paz208' numeric
@attribute 'n paz210' numeric
@attribute 'n paz211' numeric
@attribute 'n paz216' numeric
@attribute 'n paz217' numeric
@attribute 'n paz218' numeric
@attribute 'n paz220' numeric
@attribute 'n paz221' numeric
@attribute 'n paz225' numeric
@attribute 'n paz231' numeric
@attribute 'n paz235' numeric
@attribute 'n paz237' numeric
@attribute 'n paz243' numeric
@attribute 'n paz247' numeric
@attribute 'n paz249' numeric
@attribute 'n paz250' numeric
@attribute 'n paz251' numeric
@attribute 'n paz254' numeric
@attribute 'n paz255' numeric
@attribute 'n paz257' numeric
@attribute 'n paz259' numeric
@attribute 'n paz262' numeric
@attribute 'n paz268' numeric
@attribute 'n paz269' numeric
@attribute 'n paz274' numeric
@attribute 'trend' numeric
@attribute 'act Consumption' numeric
@attribute 'avg Consumption' {'down','up'}

@data
690,21.84722222222222,28.0,28.5,26.166666666666668,288,383,281,567,56,62,33,477,329,411,124,89,56,10,2,2,58,149,133,10,6,6,384,156,129,142,354,122,0,56,54,77,48,114,34,20,0,0,0,0,0,16,12,12,40,0,0,0,0,42,130,0,0,0,0,4,0,0,0,0,10,4,4,34,20,13,18,12,1,4,1,2,2,0,7,19,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.581335530579116,2353.1843902439023,'down'
960,22.7,24.227272727272727,28.5,23.375,488,267,318,538,44,170,53,243,346,616,162,100,64,24,2,2,50,142,158,146,2,6,336,138,138,134,376,132,0,50,48,110,38,98,20,6,0,0,0,0,0,0,0,0,26,0,0,0,0,52,470,0,0,0,0,0,0,0,12,0,0,0,0,18,22,37,36,18,15,2,2,0,0,0,9,32,17,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.860130771860677,2854.460434782609,'down'
980,23.5,24.227272727272727,28.5,24.964285714285715,504,153,275,522,108,34,35,0,172,410,118,153,108,32,2,28,76,256,231,114,28,16,244,188,198,196,303,115,6,139,118,176,113,138,74,52,0,0,0,0,0,34,14,14,104,0,0,0,0,32,0,8,0,0,0,6,0,0,0,0,14,0,0,19,28,42,26,21,4,14,1,2,1,0,6,57,4,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.4098923844084896,1724.0092009685231,'down'
720,24.566666666666663,21.0,24.15,24.0,412,353,377,450,162,49,29,411,233,644,69,104,58,16,4,10,52,150,120,8,18,32,526,158,124,142,288,86,0,38,51,100,42,72,32,12,0,0,0,0,0,2,0,0,30,0,0,0,0,36,354,2,0,0,0,0,6,8,16,0,4,0,0,16,31,41,47,8,5,5,2,2,0,0,10,21,16,16,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8305095960703768,1443.1178057553957,'down'
930,22.428571428571427,21.0625,22.0,23.681818181818183,243,214,290,424,122,61,64,259,297,524,76,108,42,18,2,26,66,124,118,106,10,4,387,160,136,174,344,128,0,70,52,104,44,82,24,8,0,0,0,0,0,6,4,4,32,0,0,0,0,44,492,2,0,0,0,2,0,0,8,0,8,0,0,18,36,28,26,9,1,5,1,0,3,0,14,21,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6698806633654053,2872.8212765957446,'up'
690,23.9,27.176470588235293,19.0,24.46,279,301,329,599,43,0,40,582,272,432,131,88,79,18,2,2,32,138,112,10,6,6,314,156,126,154,310,104,0,40,32,80,36,46,19,20,0,0,0,0,0,10,4,4,23,0,0,0,0,54,334,0,0,0,0,3,0,6,12,0,4,6,10,15,22,31,21,18,23,2,2,1,1,0,9,17,24,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.701157800242002,5190.814390602056,'down'
690,20.328125,20.75,20.613636363636363,21.5,339,204,129,426,98,131,52,0,420,439,0,108,38,6,2,4,92,162,134,44,8,12,104,166,150,168,408,124,2,70,64,120,44,84,26,8,0,0,0,0,0,10,4,4,34,0,0,0,0,26,555,2,0,0,0,2,0,12,8,0,14,0,0,14,34,19,33,32,1,2,2,1,3,1,16,14,4,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.684268330373785,3113.488235294118,'down'
690,24.0,23.0,23.25,24.0,358,228,197,397,47,21,35,220,199,307,54,88,34,12,2,0,52,106,114,12,6,48,436,166,110,126,286,78,0,116,58,82,58,94,38,18,0,0,0,0,0,6,4,4,48,0,0,0,0,22,439,18,0,0,0,2,0,14,8,0,1,0,0,17,21,29,32,19,3,4,2,6,1,1,5,15,9,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9643891507883284,1297.5088183421517,'up'
690,24.0,23.0,23.25,24.0,301,195,342,462,124,59,48,158,150,357,101,104,52,14,2,4,32,142,116,178,14,2,370,152,122,162,306,78,8,88,60,106,64,126,46,38,0,0,0,0,0,38,12,14,52,0,0,0,0,26,42,10,0,0,0,4,0,0,0,0,11,0,0,19,26,34,24,16,1,5,0,0,1,1,6,25,4,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.267898180039754,2547.2617424242426,'down'
930,23.15217391304348,22.0,19.6,22.75,349,218,228,544,72,115,48,142,177,342,71,92,40,8,0,40,30,99,110,40,6,10,501,156,106,140,236,102,12,54,46,98,40,104,28,20,0,0,0,0,0,42,0,0,40,0,0,0,0,38,527,0,0,0,0,2,2,18,8,0,10,0,0,16,18,20,16,20,3,1,2,1,1,1,10,27,5,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.657421580559146,2745.8415680473377,'up'
690,24.5,21.25,20.0,23.8,338,231,247,815,68,70,33,151,184,409,64,124,56,22,2,4,70,168,130,117,8,0,484,184,152,167,362,128,0,68,66,126,46,96,44,34,0,0,0,0,0,22,8,6,50,0,0,0,0,46,572,2,0,0,0,2,0,14,8,0,0,2,2,18,27,21,38,21,6,2,2,0,0,0,10,16,10,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.733273737529593,2658.3745454545456,'down'
900,23.25,21.75,23.454545454545453,22.846153846153847,473,219,552,720,129,167,79,274,346,483,133,94,90,12,4,2,62,140,126,88,4,8,381,130,98,140,218,88,0,50,42,106,38,92,24,6,0,0,0,0,0,6,4,4,30,0,0,0,0,20,0,0,0,0,0,2,0,0,0,0,6,0,0,22,32,34,29,20,1,5,1,0,0,0,21,24,6,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.105009019859027,1919.0184834123224,'down'
932,23.25,21.75,23.454545454545453,22.846153846153847,378,169,331,608,71,349,41,651,209,185,0,108,62,14,2,8,56,168,160,36,8,10,304,216,152,196,280,136,24,64,44,104,46,116,24,14,0,0,0,0,0,10,4,4,32,0,0,0,0,52,0,6,0,0,0,2,0,0,0,0,1,0,0,21,26,37,32,16,1,8,1,2,1,2,16,43,8,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.570347154013061,1149.715028901734,'up'
685,23.25,21.75,23.454545454545453,22.846153846153847,362,162,336,517,66,58,30,67,184,444,77,128,66,10,2,6,30,154,154,137,42,30,404,178,166,212,366,150,6,100,62,124,74,122,42,26,0,0,0,0,0,12,8,14,56,0,0,0,0,46,140,8,0,0,0,2,0,0,0,0,12,0,0,25,20,43,22,23,1,6,1,1,0,0,12,45,2,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.561493696789013,2604.9605072463773,'down'
930,23.25,21.75,23.454545454545453,22.846153846153847,82,281,413,514,135,245,51,290,197,567,193,86,62,12,0,2,46,118,114,18,0,6,564,159,129,144,321,104,4,64,74,80,90,78,46,24,0,0,0,0,0,7,4,4,54,0,0,0,0,28,0,2,0,0,0,3,0,0,0,0,8,2,2,23,51,21,18,2,1,9,0,2,0,0,16,36,7,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0577633338969378,3991.7702770780857,'up'
750,20.33333333333333,20.75,20.5,22.59090909090909,214,167,238,409,47,62,39,230,112,412,69,116,60,10,4,4,36,152,170,72,22,30,563,192,128,153,307,74,0,60,52,110,48,84,34,30,0,0,0,0,0,12,12,12,44,0,0,0,0,30,0,2,0,0,0,4,0,22,6,0,10,0,0,25,21,41,28,43,1,4,2,1,1,0,5,21,6,8,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.665886699212924,1730.4153477218224,'down'
660,20.33333333333333,20.75,20.5,22.59090909090909,89,197,136,586,63,36,30,260,193,390,126,100,152,4,0,2,40,242,180,208,8,6,478,112,136,168,373,82,0,62,46,94,46,94,26,28,0,0,0,0,0,14,8,10,44,0,0,0,0,30,62,2,0,2,0,4,0,0,0,0,12,0,0,21,27,15,14,2,1,6,1,3,2,1,17,24,18,11,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.714769162490097,2356.8921739130437,'up'
940,20.33333333333333,20.75,20.5,22.59090909090909,194,127,282,427,40,29,26,362,198,466,110,108,42,14,2,6,36,158,162,82,38,14,562,179,135,161,294,74,0,52,48,110,46,144,24,10,0,0,0,0,0,10,4,4,30,0,0,0,0,28,80,0,0,0,0,2,0,0,0,0,10,0,0,21,15,75,22,9,1,3,1,1,1,0,6,64,3,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.364700925708148,2157.0408602150537,'up'
694,23.285714285714285,22.85,22.33333333333333,24.15,258,214,170,518,77,64,28,369,138,468,132,93,47,17,7,5,19,97,115,45,25,17,302,173,129,165,319,115,3,79,49,85,71,81,41,15,1,1,1,1,1,1,1,1,39,1,1,1,1,29,657,9,1,1,4,1,1,23,8,1,7,1,3,39,19,23,30,16,22,5,1,4,4,1,4,18,34,14,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.627870308221767,1590.284615384615,'down'
990,23.285714285714285,22.85,22.33333333333333,24.15,327,139,289,551,73,147,32,289,130,471,91,132,66,26,2,4,59,174,176,28,38,22,454,200,186,242,344,112,5,92,62,122,76,150,66,36,0,0,0,0,0,12,10,10,68,0,0,0,0,48,0,0,0,0,0,4,0,0,0,0,10,0,2,27,33,33,37,20,1,10,1,3,0,0,16,40,2,15,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.813279468156384,1442.4305555555557,'down'
915,23.285714285714285,22.85,22.33333333333333,24.15,260,177,469,657,77,123,37,320,219,435,132,116,70,12,0,8,36,132,134,102,12,4,480,126,150,190,329,118,2,80,62,102,54,98,38,28,0,0,0,0,0,2,0,0,34,0,0,0,0,50,123,2,0,0,0,0,0,0,0,0,2,0,0,18,16,18,25,12,1,8,1,2,0,0,14,20,19,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0579269461412518,2484.590769230769,'down'
930,22.673076923076923,21.25,20.25,24.13636363636364,422,299,223,566,32,56,42,184,107,474,72,86,77,16,4,4,24,144,112,94,6,6,418,183,96,140,309,108,4,60,54,84,52,94,28,10,0,0,0,0,0,10,4,6,34,0,0,0,0,50,386,0,0,0,0,2,0,0,18,0,0,2,2,18,22,11,27,37,18,2,1,0,0,0,6,14,24,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.476848735180852,2347.734339622641,'down'
960,27.0,29.0,30.142857142857142,27.166666666666668,588,503,368,656,125,164,58,274,262,411,90,76,52,10,4,8,84,142,88,18,4,4,158,146,102,110,202,78,0,32,32,67,28,26,20,18,0,0,0,0,0,22,10,10,38,0,0,0,0,38,451,2,0,0,0,4,0,10,0,0,5,0,0,22,15,63,34,11,13,5,2,1,1,1,6,26,14,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.296447892162422,1933.4886075949369,'down'
720,23.94736842105263,21.07894736842105,21.772727272727277,21.83333333333333,319,173,330,430,131,189,51,169,225,793,57,104,40,24,2,34,56,116,120,55,16,22,298,172,136,186,338,136,0,60,54,102,44,96,42,38,0,0,0,0,0,28,14,16,62,0,0,0,0,44,656,0,0,0,0,5,0,0,4,0,11,0,0,18,32,45,32,24,3,1,2,1,0,1,8,18,8,11,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.943214866020779,3192.922535211268,'down'
660,22.295454545454547,23.5,21.772727272727277,22.416666666666668,497,183,180,499,258,84,35,256,167,526,106,89,48,8,4,0,48,116,101,20,6,2,440,119,102,124,214,86,0,44,38,77,34,94,24,4,0,0,0,0,0,0,0,0,26,0,0,0,0,38,410,2,0,0,0,0,0,12,4,0,4,0,0,18,25,24,32,34,12,2,1,1,1,0,8,14,18,6,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.336276963408036,2268.089580318379,'up'
