%
% Comments go after a '%' sign.
%
%
% Relation: selected_cs100
%
%
% Attributes: 100     Instances: 224
%
%

@relation selected_cs100

@attribute 'n paz195' numeric
@attribute 'n paz22' numeric
@attribute 'n m014' numeric
@attribute 'n paz264' numeric
@attribute 'n paz237' numeric
@attribute 'n paz219' numeric
@attribute 'n Action5' numeric
@attribute 'n paz52' numeric
@attribute 'n paz246' numeric
@attribute 'n paz114' numeric
@attribute 'n paz80' numeric
@attribute 'n paz50' numeric
@attribute 'n paz198' numeric
@attribute 'n Action6' numeric
@attribute 'n paz5' numeric
@attribute 'n paz137' numeric
@attribute 'n paz59' numeric
@attribute 'n m029' numeric
@attribute 'n paz199' numeric
@attribute 'n Task1' numeric
@attribute 'n paz81' numeric
@attribute 'n m027' numeric
@attribute 'n paz242' numeric
@attribute 'n paz135' numeric
@attribute 'n paz241' numeric
@attribute 'n Task3' numeric
@attribute 'n m005' numeric
@attribute 'n paz223' numeric
@attribute 'n paz97' numeric
@attribute 'n paz48' numeric
@attribute 'n Task4' numeric
@attribute 'n m002' numeric
@attribute 'n paz112' numeric
@attribute 'n m003' numeric
@attribute 'n paz73' numeric
@attribute 'n d008' numeric
@attribute 'n Task10' numeric
@attribute 'time (s) Activity12' numeric
@attribute 'n d002' numeric
@attribute 'n m020' numeric
@attribute 'n m036' numeric
@attribute 'n Task2' numeric
@attribute 'n paz173' numeric
@attribute 'n m030' numeric
@attribute 'n paz196' numeric
@attribute 'n m016' numeric
@attribute 'n m041' numeric
@attribute 'n paz136' numeric
@attribute 'n m001' numeric
@attribute 'n m031' numeric
@attribute 'time (s) Activity3' numeric
@attribute 'n paz268' numeric
@attribute 'n paz7' numeric
@attribute 'n m023' numeric
@attribute 'n paz68' numeric
@attribute 'n m015' numeric
@attribute 'n paz62' numeric
@attribute 'n paz29' numeric
@attribute 'n m051' numeric
@attribute 'n m040' numeric
@attribute 'n paz132' numeric
@attribute 'n d007' numeric
@attribute 'n m010' numeric
@attribute 'n paz109' numeric
@attribute 'avg t001' numeric
@attribute 'n Action11' numeric
@attribute 'n Action9' numeric
@attribute 'n paz115' numeric
@attribute 'n Task12' numeric
@attribute 'n m032' numeric
@attribute 'n Task11' numeric
@attribute 'n m052' numeric
@attribute 'n paz221' numeric
@attribute 'time (s) Activity13' numeric
@attribute 'avg t003' numeric
@attribute 'n paz204' numeric
@attribute 'n m044' numeric
@attribute 'n Action12' numeric
@attribute 'n m034' numeric
@attribute 'n d001' numeric
@attribute 'n Task13' numeric
@attribute 'n m037' numeric
@attribute 'avg t002' numeric
@attribute 'n m039' numeric
@attribute 'n m050' numeric
@attribute 'avg t005' numeric
@attribute 'n m038' numeric
@attribute 'n paz233' numeric
@attribute 'n m046' numeric
@attribute 'n paz14' numeric
@attribute 'avg t004' numeric
@attribute 'n m035' numeric
@attribute 'n paz39' numeric
@attribute 'n d009' numeric
@attribute 'n m047' numeric
@attribute 'n m033' numeric
@attribute 'n m048' numeric
@attribute 'n m049' numeric
@attribute 'act Consumption' numeric
@attribute 'avg Consumption' numeric

@data
0,0,148,0,0,0,114,0,0,0,0,0,0,9,0,0,0,19,0,15,0,17,0,0,0,22,2,0,0,0,29,67,0,8,0,0,2,582,0,0,0,22,0,0,0,140,8,0,74,0,329,0,0,68,0,116,0,0,52,4,0,22,10,0,23.9,1,7,1,1,0,1,334,0,272,27.176470588235293,0,0,5,0,0,0,4,25.06451612903226,4,0,24.46,10,0,0,0,19.0,0,0,6,0,0,0,0,4952.4728125,4249.627802690583
0,0,141,0,0,0,149,0,0,0,0,0,0,16,0,0,0,8,0,14,0,20,0,0,0,35,4,0,0,0,39,34,0,4,0,0,2,0,0,2,0,34,0,0,0,142,4,0,84,0,129,0,0,82,0,128,0,0,26,4,0,29,24,0,20.328125,0,14,0,3,0,1,527,0,420,20.75,0,0,6,0,0,1,8,23.7,4,0,21.5,10,0,0,0,20.613636363636363,0,0,6,0,0,0,0,3154.205284552846,1513.2239436619718
0,0,166,0,0,0,122,0,0,0,0,0,0,5,0,0,0,14,0,17,0,38,0,0,0,23,0,0,0,0,32,34,0,12,0,0,2,220,0,0,0,21,0,0,0,126,0,0,88,0,197,0,0,82,0,110,0,0,22,0,0,36,12,0,24.0,1,11,0,1,0,6,385,0,199,23.0,0,0,10,0,18,1,0,28.431818181818183,0,0,24.0,0,0,0,0,23.25,0,0,14,0,0,0,0,1300.9679487179487,1661.0
0,0,144,0,0,0,123,0,0,0,0,0,0,6,0,0,0,34,0,19,0,46,0,0,0,28,4,0,0,0,30,48,0,10,0,0,0,158,0,8,0,26,0,0,0,144,26,0,100,0,342,0,0,104,0,110,0,0,26,14,0,42,178,0,24.0,1,6,0,1,0,0,18,0,150,23.0,0,0,6,0,10,1,22,28.431818181818183,12,0,24.0,32,0,0,0,23.25,0,0,0,0,0,0,0,2556.9589743589745,1874.1136363636365
0,0,214,0,0,0,99,0,0,0,0,0,0,5,0,0,0,12,0,19,0,26,0,0,0,26,0,0,0,0,18,30,0,6,0,0,2,140,0,0,0,22,0,0,0,146,6,0,96,0,195,0,0,104,0,144,0,0,38,4,0,34,12,0,26.58333333333333,0,11,0,0,0,0,436,0,114,22.041666666666668,0,0,4,0,2,0,4,28.0,4,0,22.75,8,0,0,0,20.35,0,0,8,0,0,0,0,2401.8542808219177,1466.5391304347827
0,0,148,0,0,0,112,0,0,0,0,0,0,10,0,0,0,20,0,16,0,28,0,0,0,33,40,0,0,0,49,40,0,8,0,2,2,142,0,12,0,18,0,0,0,116,0,0,88,0,228,0,0,94,0,92,0,0,38,0,0,28,40,0,23.15217391304348,1,6,0,1,0,1,461,0,177,22.0,0,0,8,0,0,1,10,25.82608695652174,0,0,22.75,42,0,0,0,19.6,0,0,16,0,0,0,0,2806.4850699844483,2547.5140740740744
0,0,180,0,0,0,157,0,0,0,0,0,0,10,0,0,0,26,0,18,0,28,0,0,0,49,4,0,0,0,42,56,0,22,0,0,2,151,0,0,0,27,0,0,0,167,2,0,120,0,247,0,0,122,0,152,0,0,46,2,0,36,115,0,24.5,1,0,0,0,0,0,500,0,184,21.25,0,0,11,0,2,0,6,26.285714285714285,4,0,23.8,14,0,0,0,20.0,0,0,14,0,0,0,0,2677.5038167938933,1548.391304347826
0,0,64,0,0,0,96,0,0,0,0,0,0,18,0,0,0,14,0,20,0,28,0,0,0,37,14,0,0,0,39,136,0,6,0,0,1,147,0,0,0,18,0,0,0,149,8,0,100,0,161,0,0,100,0,104,0,0,24,14,0,32,106,0,23.25,1,5,0,4,0,4,0,0,266,21.75,0,0,6,0,2,1,8,27.41489361702128,4,0,22.846153846153847,10,0,0,0,23.454545454545453,0,0,0,0,0,0,0,2619.6800653594773,841.1818181818181
0,0,128,0,0,0,165,0,0,0,0,0,0,21,0,0,0,6,0,22,0,22,0,0,0,44,2,0,0,0,56,90,0,12,0,0,1,274,0,0,0,32,0,0,0,138,4,0,94,0,552,0,0,106,0,96,0,0,20,4,0,24,78,0,23.25,1,3,0,0,0,0,0,0,346,21.75,0,0,5,0,0,0,6,27.41489361702128,4,0,22.846153846153847,6,0,0,0,23.454545454545453,0,0,0,0,0,0,0,1682.0675392670155,2266.051612903226
0,0,208,0,0,0,91,0,0,0,0,0,0,16,0,0,0,14,0,18,0,24,0,0,0,45,8,0,0,0,23,62,0,14,0,0,1,651,0,24,0,17,0,0,0,186,12,0,104,0,331,0,0,98,0,144,0,0,48,4,0,22,36,0,23.25,0,10,0,0,0,0,0,0,0,21.75,0,0,7,0,6,0,10,27.41489361702128,4,0,22.846153846153847,10,0,0,0,23.454545454545453,0,0,0,0,0,0,0,1092.5351851851854,1924.6285714285716
0,0,178,0,0,0,100,0,0,0,0,0,0,12,0,0,0,26,0,25,0,42,0,0,0,26,6,0,0,0,25,66,0,10,0,0,1,67,0,6,0,20,0,0,0,212,22,0,128,0,336,0,0,124,0,166,0,0,46,14,0,32,137,0,23.25,1,6,0,0,0,1,140,0,184,21.75,0,0,6,0,8,0,10,27.41489361702128,8,0,22.846153846153847,12,0,0,0,23.454545454545453,0,0,0,0,0,0,0,2646.500378787879,1418.8666666666666
0,0,149,0,0,0,109,0,0,0,0,0,0,16,0,0,0,12,0,23,0,34,0,0,0,40,2,0,0,0,38,52,0,4,0,0,0,290,0,4,0,51,0,0,0,138,6,0,74,0,413,0,0,70,0,123,0,0,28,4,1,31,16,0,23.25,1,9,0,0,0,2,0,0,197,21.75,0,0,4,0,2,0,8,27.41489361702128,4,0,22.846153846153847,6,0,0,0,23.454545454545453,0,0,0,0,0,0,0,4028.058288770053,4125.373333333333
0,0,162,0,0,0,153,0,0,0,0,0,0,3,0,0,0,4,0,22,0,20,0,0,0,23,8,0,0,0,27,32,0,4,0,0,1,146,0,0,0,26,0,0,0,174,0,0,114,0,330,0,0,92,0,148,0,0,56,0,0,34,56,0,23.25,1,7,0,0,0,0,380,0,280,21.75,0,0,6,0,0,0,0,27.41489361702128,0,0,22.846153846153847,0,0,0,0,23.454545454545453,0,0,0,0,0,0,0,2570.859090909091,1309.0
0,0,190,0,0,0,150,0,0,0,0,0,0,5,0,0,0,26,0,25,0,30,0,0,0,35,4,0,0,0,22,54,0,8,0,0,2,230,0,0,0,21,0,0,0,139,8,0,102,0,238,0,0,94,0,114,0,0,30,12,0,31,70,0,20.33333333333333,1,8,0,1,0,1,0,0,112,20.75,0,0,7,0,0,0,8,24.205882352941178,12,0,22.59090909090909,12,0,0,0,20.5,0,0,20,0,0,0,0,1531.0569230769229,2186.1739130434785
0,0,98,0,0,0,75,0,0,0,0,0,0,17,0,0,0,22,0,21,0,22,0,1,0,40,2,0,0,0,36,150,0,2,0,0,1,260,0,0,0,27,0,2,0,146,10,0,78,0,136,0,0,74,0,120,0,0,28,10,0,23,200,0,20.33333333333333,1,11,0,2,0,3,51,0,193,20.75,0,0,7,0,0,1,14,24.205882352941178,8,0,22.59090909090909,14,0,0,0,20.5,0,0,0,0,0,0,0,2368.01488372093,3067.633333333333
0,0,154,0,0,0,89,0,0,0,0,0,0,6,0,0,0,10,0,21,0,24,0,0,0,19,6,0,0,0,18,42,0,14,0,0,1,362,0,0,0,15,0,0,0,144,20,1,104,0,282,0,0,106,0,120,0,0,28,4,0,38,80,0,20.33333333333333,1,4,0,1,0,1,34,0,198,20.75,0,0,6,0,0,0,4,24.205882352941178,4,0,22.59090909090909,10,0,0,0,20.5,0,0,0,0,0,0,0,2168.03687150838,3682.6666666666665
0,0,168,0,0,0,85,0,0,0,0,0,0,6,0,1,0,22,0,15,0,34,0,0,0,25,26,0,0,0,25,46,0,22,0,0,1,113,0,0,0,25,0,0,0,144,10,0,120,0,151,0,0,136,0,130,0,0,30,8,0,40,58,0,23.39130434782609,1,8,0,2,0,3,432,0,91,21.1,0,0,10,0,6,1,12,25.57894736842105,8,0,23.75,16,0,0,0,22.125,0,0,26,0,0,0,0,2345.064864864865,362.1428571428572
0,0,165,0,0,0,98,0,0,0,0,0,0,4,0,0,0,15,0,39,0,31,0,0,0,33,5,0,0,0,21,44,0,17,0,1,1,369,1,3,1,19,0,1,0,145,1,0,79,1,170,0,0,71,0,112,0,0,25,1,0,43,43,0,23.285714285714285,1,14,0,4,1,4,641,0,138,22.85,0,1,10,1,7,1,1,28.81578947368421,1,1,24.15,1,0,1,0,22.33333333333333,1,0,17,1,1,1,1,1667.8050139275765,513.3333333333334
0,0,182,0,0,0,137,0,0,0,0,0,0,16,0,0,0,32,0,27,0,58,0,0,0,33,4,0,0,0,49,65,0,26,0,0,1,289,0,5,0,33,0,0,0,196,10,0,128,0,289,0,0,116,0,152,0,0,44,10,0,33,28,0,23.285714285714285,1,15,0,0,0,3,0,0,130,22.85,0,0,5,0,0,0,12,28.81578947368421,10,0,24.15,12,0,0,0,22.33333333333333,0,0,0,0,0,0,0,1451.4590476190476,1169.110447761194
0,0,112,0,0,0,96,0,0,0,0,0,0,14,0,0,0,18,0,18,0,30,0,0,0,52,8,0,0,0,27,62,0,8,0,0,1,320,0,0,0,16,0,0,0,150,0,0,76,0,469,0,0,74,0,116,0,0,46,0,0,24,98,0,23.285714285714285,1,4,0,0,0,2,110,0,219,22.85,0,0,6,0,0,0,0,28.81578947368421,0,0,24.15,0,0,0,0,22.33333333333333,0,0,0,0,0,0,0,2533.7275747508306,1902.1538461538464
0,0,180,0,0,0,135,0,0,0,0,0,0,6,0,0,0,10,0,18,0,28,0,0,0,35,4,0,0,0,36,77,0,16,0,0,1,184,0,4,0,22,0,0,0,114,8,0,82,0,223,0,0,80,0,90,0,0,50,6,0,42,94,0,22.673076923076923,1,6,0,0,0,0,356,0,107,21.25,0,0,6,0,0,0,6,25.444444444444443,4,0,24.13636363636364,10,0,0,0,20.25,0,0,0,0,0,0,0,2249.1816733067726,2719.025641025641
0,0,138,0,0,0,221,0,0,0,0,0,0,6,0,0,0,18,0,22,0,14,0,0,0,42,8,0,0,0,83,46,0,6,0,0,2,274,0,0,0,15,0,0,0,98,14,0,58,0,368,0,0,55,0,88,0,0,38,10,0,18,18,0,27.0,1,7,0,1,0,1,430,0,262,29.0,0,0,5,0,2,1,16,30.904761904761905,10,0,27.166666666666668,22,0,0,0,30.142857142857142,0,0,8,0,0,0,0,1978.3705722070845,632.7201646090535
0,0,156,0,0,0,184,0,0,0,0,0,0,8,0,0,0,26,0,18,0,28,0,0,0,46,32,0,0,0,42,36,0,20,0,0,2,169,0,0,0,32,0,0,0,180,26,0,96,0,330,0,0,94,0,132,0,0,42,16,0,34,43,0,23.94736842105263,1,11,0,0,0,1,626,0,225,21.07894736842105,0,0,6,0,0,1,20,24.854166666666668,14,0,21.83333333333333,28,0,0,0,21.772727272727277,0,0,0,0,0,0,0,3226.5092936802976,2661.4796610169487
0,0,119,0,0,0,152,0,0,0,0,0,0,8,0,0,0,4,0,18,0,24,0,0,0,30,0,0,0,0,42,48,0,8,0,0,1,256,0,0,0,25,0,0,0,124,0,0,89,0,180,0,0,77,0,102,0,0,38,0,0,32,20,0,22.295454545454547,1,6,0,1,0,1,390,0,167,23.5,0,0,9,0,2,0,0,25.928571428571427,0,0,22.416666666666668,0,0,0,0,21.772727272727277,0,0,12,0,0,0,0,2304.352786377709,2304.4054054054054
0,0,162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,34,0,0,0,0,16,0,0,0,0,36,0,12,0,0,0,0,0,0,0,0,0,0,0,114,12,0,84,0,262,0,0,100,0,102,0,0,34,4,0,20,24,0,23.946428571428573,0,0,0,0,0,0,388,0,0,20.5,0,0,0,0,5,0,8,27.38235294117647,4,0,24.666666666666668,10,0,0,0,21.25,0,0,10,0,0,0,0,2193.5454242928454,1063.84
0,0,176,0,0,0,88,0,0,0,0,0,0,5,0,0,0,12,0,19,0,30,0,0,0,18,8,0,0,0,23,78,0,10,0,0,1,147,0,0,0,19,0,0,0,160,6,0,104,0,289,0,0,96,0,128,0,0,32,4,0,42,149,0,20.416666666666668,1,0,0,0,0,1,424,0,150,23.2,0,0,10,0,2,0,8,24.69047619047619,4,0,22.33333333333333,8,0,0,0,19.5,0,0,18,0,0,0,0,2793.0506329113923,1244.830612244898
0,0,154,0,0,0,142,0,0,0,0,0,0,10,0,0,0,4,0,17,0,32,0,0,0,31,20,0,0,0,46,62,0,10,0,0,1,116,0,0,0,31,0,0,0,176,0,0,102,0,186,0,0,110,0,142,0,0,34,0,0,42,34,0,26.25,1,16,0,1,0,4,326,0,179,27.0,0,0,4,0,4,1,0,30.5,0,0,24.75,0,0,0,0,27.0,0,0,18,0,0,0,0,1914.091726618705,827.5652173913044
0,0,130,0,0,0,110,0,0,0,0,0,0,3,0,0,0,14,0,17,0,16,0,0,0,33,38,0,0,0,25,62,0,24,0,0,2,182,0,0,0,25,0,0,0,161,0,0,137,0,216,0,0,141,0,158,0,0,26,0,0,40,54,0,21.25,1,0,0,3,0,3,398,0,145,21.58333333333333,0,0,8,0,2,1,0,25.4375,0,0,24.416666666666668,0,0,0,0,21.75,0,0,18,0,0,0,0,1480.8344594594594,1048.24
0,0,153,0,0,0,84,0,0,0,0,0,0,11,0,0,0,13,0,16,0,33,0,0,0,28,4,0,0,0,26,53,0,12,0,0,2,266,0,0,0,27,0,0,0,136,24,0,107,0,141,0,0,96,0,150,0,0,34,14,0,24,28,0,24.25,1,3,0,1,0,1,436,0,118,24.5,0,0,6,0,0,0,10,27.76923076923077,20,0,26.125,22,0,0,0,25.25,0,0,4,0,0,0,0,1653.6714285714286,1080.608695652174
0,0,209,0,0,0,206,0,0,0,0,0,0,5,0,0,0,10,0,25,0,38,0,0,0,54,25,0,0,0,46,38,0,25,0,0,3,285,0,0,0,31,0,0,0,152,9,0,83,0,375,0,0,74,0,128,0,0,34,7,0,28,27,0,24.01315789473684,1,6,0,2,0,1,0,0,235,23.407894736842103,0,0,17,0,0,1,8,23.98684210526316,4,0,25.01315789473684,8,0,0,0,25.539473684210527,0,0,18,0,0,0,0,1457.8356770833334,1268.3745098039217
0,0,158,0,0,0,82,0,0,0,0,0,0,13,0,0,0,60,0,17,0,48,0,0,0,28,6,0,0,0,13,38,0,14,0,0,0,123,0,2,90,30,0,30,0,136,28,0,104,36,271,0,0,96,0,126,0,0,24,20,0,26,34,0,18.6,1,7,0,0,32,0,64,0,137,19.75,0,4,8,0,4,1,30,23.794117647058822,20,4,21.6,30,0,0,0,19.071428571428573,22,0,14,4,4,4,2,2016.5585964912284,1211.020618556701
0,0,156,0,0,0,139,0,0,0,0,0,0,4,0,0,0,6,0,14,0,46,0,0,0,27,0,0,0,0,18,78,0,6,0,0,2,206,0,0,0,16,0,0,0,108,0,0,73,0,373,0,0,68,0,90,0,0,48,0,0,16,12,0,23.2,0,10,0,1,0,1,430,0,221,19.75,0,0,10,0,0,0,0,28.0,0,0,24.38888888888889,0,0,0,0,19.25,0,0,8,0,0,0,0,2427.092869269949,2890.894736842105
0,0,128,0,0,0,119,0,0,0,0,0,0,5,0,0,0,18,0,15,0,28,0,0,0,38,2,0,0,0,33,42,0,8,0,2,2,127,0,0,0,21,0,0,0,124,8,0,74,0,133,0,0,68,0,102,0,0,36,4,0,30,20,0,22.34210526315789,1,9,0,0,0,0,296,0,0,21.75,0,0,9,0,0,1,4,26.5,4,0,23.40909090909091,6,0,0,0,19.25,0,0,14,0,0,0,0,1871.67183908046,1266.2758620689656
0,0,245,0,0,0,117,0,0,0,0,0,0,20,0,0,0,30,0,18,0,54,0,0,0,31,55,0,0,0,44,89,0,30,0,0,3,116,0,0,68,42,0,20,0,184,39,0,139,647,178,0,0,110,0,179,0,0,28,24,0,40,40,0,24.216666666666665,1,19,0,1,162,1,0,0,227,23.1,0,73,7,35,0,0,98,26.316666666666663,63,55,23.716666666666665,233,0,62,0,22.716666666666665,113,0,8,29,48,23,25,6232.75,2405.5
0,0,128,0,0,0,107,0,0,0,0,0,0,3,0,0,0,30,0,18,0,34,0,0,0,19,4,0,0,0,31,50,0,18,0,0,1,96,0,0,0,23,0,0,0,188,12,0,100,0,212,0,0,100,0,142,0,0,36,16,0,40,58,0,24.216666666666665,1,11,0,0,0,0,442,0,165,23.1,0,0,5,0,4,0,8,26.316666666666663,8,0,23.716666666666665,16,0,0,0,22.716666666666665,0,0,0,0,0,0,0,3560.019047619048,2386.32
0,0,110,0,0,0,147,0,0,0,0,0,0,6,0,0,0,6,0,19,0,22,0,0,0,48,0,0,0,0,35,56,0,8,0,0,1,292,0,0,0,47,0,0,0,157,0,0,114,0,216,0,0,114,0,121,0,0,42,0,0,30,18,0,24.821428571428573,1,12,0,1,0,2,347,0,267,23.0,0,0,9,0,2,1,0,27.59090909090909,0,0,24.83333333333333,0,0,0,0,22.75,0,0,15,0,0,0,0,1846.6298924731184,1036.6081218274112
0,0,116,0,0,0,167,0,0,0,0,0,0,7,0,0,0,22,0,32,0,34,0,0,0,32,18,0,0,0,29,140,0,22,0,0,1,194,0,0,0,40,0,0,0,168,6,0,128,0,319,0,0,106,0,136,0,0,40,4,0,35,20,0,24.821428571428573,1,9,0,0,0,0,0,0,271,23.0,0,0,4,0,2,0,4,27.59090909090909,4,0,24.83333333333333,6,0,0,0,22.75,0,0,0,0,0,0,0,2764.647115384615,2149.6301369863013
0,0,174,0,0,0,114,0,0,0,0,0,0,2,0,0,0,8,0,19,0,24,0,0,0,30,0,0,0,0,30,32,0,4,0,0,2,301,0,0,0,31,0,0,0,164,12,0,98,0,328,0,0,96,0,126,0,0,30,4,0,42,148,0,20.0,1,18,0,0,0,0,460,0,237,23.0,0,0,8,0,0,0,4,24.11904761904762,4,0,24.846153846153847,8,0,0,0,21.0,0,0,16,0,0,0,0,1700.803139013453,1539.142857142857
0,0,126,0,0,0,103,0,0,0,0,0,0,8,0,0,0,0,0,26,0,28,0,0,0,42,0,0,0,0,45,80,0,6,0,0,1,233,0,2,0,20,0,0,0,180,0,0,82,0,242,0,0,102,0,128,0,0,56,0,0,38,8,0,25.31578947368421,1,35,0,0,0,0,0,0,249,24.75862068965517,0,0,9,0,0,1,0,29.25,0,0,22.22093023255814,0,0,0,0,25.1875,0,0,20,0,0,0,0,2060.678571428572,1400.9
0,0,120,0,0,0,116,0,0,0,0,0,0,7,0,0,0,6,0,21,0,24,0,0,0,22,2,0,0,0,35,56,0,14,0,0,1,169,0,4,0,26,0,0,0,117,52,0,90,0,353,0,0,90,0,102,0,0,22,0,0,30,30,0,23.5,1,11,0,1,0,1,442,0,215,25.0,0,0,9,0,0,1,0,28.428571428571427,0,0,24.272727272727277,0,0,0,0,22.0,0,0,16,0,0,0,0,1688.83407079646,1178.4358974358977
0,0,200,0,0,0,95,0,0,0,0,0,0,7,0,0,0,26,0,21,0,54,0,0,0,34,0,0,0,0,37,86,0,6,0,0,1,198,0,0,0,20,0,0,0,176,12,0,80,0,188,0,0,80,0,144,0,0,32,10,0,23,10,0,25.404761904761905,1,12,0,1,0,1,0,0,123,23.1,0,0,7,0,0,0,10,28.985294117647054,8,0,25.017241379310345,12,0,0,0,25.55,0,0,12,0,0,0,0,2595.297512437811,1201.5641025641023
0,0,177,0,0,0,217,0,0,0,0,0,0,13,0,0,0,11,0,17,0,40,0,0,0,51,12,0,0,0,88,181,0,61,0,0,1,529,0,8,0,37,0,0,0,113,0,0,105,0,259,0,0,81,0,76,0,0,30,0,0,35,21,0,22.987179487179485,1,5,0,1,0,1,0,0,425,23.5,0,0,8,0,0,1,6,27.26923076923077,0,0,24.28205128205128,6,0,0,0,23.2948717948718,0,0,16,0,0,0,0,1664.1810426540285,932.5955555555556
0,0,238,0,0,0,93,0,0,0,0,0,0,4,0,0,0,10,0,22,0,50,0,0,0,27,0,0,0,0,46,52,0,10,0,0,1,238,0,2,0,21,0,0,0,229,0,0,174,0,127,0,0,156,0,174,0,0,36,0,0,24,54,0,24.25,1,20,0,2,0,0,0,0,135,26.25,0,0,9,0,2,1,0,28.07692307692308,0,0,23.125,0,0,0,0,26.83333333333333,0,0,14,0,0,0,0,2051.5208913649026,1586.9444444444443
0,0,173,0,0,0,102,0,0,0,0,0,0,30,0,0,0,16,0,35,0,46,0,0,0,35,4,0,0,0,32,69,0,20,0,0,1,269,0,6,0,45,0,0,0,150,4,0,125,0,162,0,0,116,0,126,0,0,32,4,0,35,38,0,24.25,1,18,0,0,0,0,0,0,222,26.25,0,0,6,0,0,0,8,28.07692307692308,4,0,23.125,4,0,0,0,26.83333333333333,0,0,0,0,0,0,0,2807.0741379310343,999.9090909090908
0,0,94,0,0,0,93,0,0,0,0,0,0,6,0,0,0,10,0,20,0,32,0,0,0,26,6,0,0,0,31,144,0,16,0,0,1,151,2,0,0,12,1,0,0,176,0,0,99,0,252,0,0,100,0,130,0,0,28,0,0,30,182,0,24.25,1,7,0,1,0,1,158,0,348,26.25,0,0,6,0,2,0,0,28.07692307692308,0,0,23.125,0,0,0,0,26.83333333333333,0,0,0,0,0,0,0,4695.63018018018,3512.1666666666665
0,0,126,0,0,0,118,0,0,0,0,0,0,3,0,0,0,22,0,19,0,36,0,0,0,23,12,0,0,0,34,50,0,24,0,0,1,209,0,16,0,16,0,0,0,158,2,0,108,0,224,0,0,104,0,126,0,0,52,2,0,36,136,0,20.72222222222222,1,3,0,1,0,1,126,0,135,22.318181818181817,0,0,5,0,4,0,12,25.210526315789476,4,0,22.727272727272727,12,0,0,0,22.0,0,0,0,0,0,0,0,2662.156031128405,1877.8709677419356
0,0,166,0,0,0,139,0,0,0,0,0,0,4,0,0,0,16,0,15,0,28,0,0,0,33,8,0,0,0,20,62,0,16,0,2,2,188,0,0,0,28,0,0,0,161,10,0,126,0,208,0,0,140,0,126,0,0,46,4,0,26,66,0,21.26923076923077,1,19,0,0,0,2,520,0,193,20.83333333333333,0,0,6,0,0,0,8,25.18421052631579,4,0,23.38888888888889,8,0,0,0,20.0,0,0,0,0,0,0,0,2030.1511293634496,917.3333333333334
0,0,164,0,0,0,122,0,0,0,0,0,0,5,0,0,0,10,0,15,0,22,0,0,0,42,4,0,0,0,37,40,0,10,0,0,1,161,0,0,0,24,0,0,0,136,8,0,76,0,269,0,0,90,0,120,0,0,20,4,0,23,28,0,23.125,1,12,0,0,0,1,422,0,163,24.25,0,0,6,0,4,0,4,24.973684210526315,8,0,23.142857142857142,8,0,0,0,20.954545454545453,0,0,12,0,0,0,0,2725.5886792452834,1364.8
0,0,172,0,0,0,117,0,0,0,0,0,0,13,0,0,0,32,0,25,0,36,0,0,0,26,2,0,0,0,62,44,0,12,0,0,0,276,0,16,0,18,0,0,0,160,18,0,112,0,316,0,0,116,0,136,0,0,28,8,0,26,10,0,23.125,1,1,0,0,0,0,0,0,254,24.25,0,0,3,0,4,0,10,24.973684210526315,8,0,23.142857142857142,16,0,0,0,20.954545454545453,0,0,0,0,0,0,0,1452.2293209876543,2854.695652173913
0,0,138,0,0,0,113,0,0,0,0,0,0,13,0,0,0,32,0,14,0,40,0,0,0,27,8,0,0,0,48,92,0,12,0,0,2,128,0,4,0,25,0,0,0,128,28,0,118,0,288,0,0,118,0,104,0,0,42,8,0,32,180,0,23.125,1,2,0,1,0,1,474,0,233,24.25,0,0,7,0,5,1,16,24.973684210526315,8,0,23.142857142857142,26,0,0,0,20.954545454545453,0,0,0,0,0,0,0,2138.005025125628,2890.4438596491227
0,0,162,0,0,0,99,0,0,0,0,0,0,12,0,0,0,36,0,20,0,37,0,0,0,36,4,0,0,0,23,34,0,20,0,0,1,142,0,0,0,38,0,0,0,160,0,0,117,0,218,0,0,111,0,122,0,0,34,0,0,44,36,0,20.416666666666668,1,9,0,1,0,2,672,0,154,22.0,0,0,8,0,6,1,0,23.88095238095238,0,0,23.153846153846157,0,0,0,0,21.6,0,0,14,0,0,0,0,1675.941475826972,1867.549295774648
0,0,122,0,0,0,116,0,0,0,0,0,0,9,0,0,0,12,0,21,0,34,0,0,0,40,0,0,0,0,51,236,0,32,0,0,1,640,0,2,0,25,0,0,0,186,14,0,104,0,178,0,0,88,0,144,0,0,34,4,0,32,18,0,24.772727272727277,1,15,0,2,0,3,0,0,171,27.24074074074074,0,0,11,0,0,1,10,28.987179487179485,4,0,23.789473684210527,22,0,0,0,27.261904761904763,0,0,10,0,0,0,0,2184.7025316455697,1437.8333333333333
0,0,116,0,0,0,104,0,0,0,0,0,0,4,0,0,0,6,0,18,0,24,0,0,0,31,4,0,0,0,23,50,0,8,0,0,2,128,0,0,0,19,0,0,0,123,4,0,68,0,207,0,0,68,0,94,0,0,36,4,0,26,52,0,24.5,1,19,0,3,0,3,384,0,223,25.5,0,0,10,0,0,1,4,28.657894736842103,6,0,23.423076923076923,6,0,0,0,25.75,0,0,14,0,0,0,0,2153.100529100529,1231.027027027027
