%
% Comments go after a '%' sign.
%
%
% Relation: selected_fe300
%
%
% Attributes: 300     Instances: 148
%
%

@relation selected_fe300

@attribute 'Time' numeric
@attribute 'avg t001' numeric
@attribute 'avg t002' numeric
@attribute 'avg t003' numeric
@attribute 'avg t004' numeric
@attribute 'avg t005' numeric
@attribute 'time (s) Activity1' numeric
@attribute 'time (s) Activity2' numeric
@attribute 'time (s) Activity3' numeric
@attribute 'time (s) Activity4' numeric
@attribute 'time (s) Activity5' numeric
@attribute 'time (s) Activity6' numeric
@attribute 'time (s) Activity7' numeric
@attribute 'time (s) Activity8' numeric
@attribute 'time (s) Activity9' numeric
@attribute 'time (s) Activity10' numeric
@attribute 'time (s) Activity11' numeric
@attribute 'time (s) Activity12' numeric
@attribute 'time (s) Activity13' numeric
@attribute 'time (s) Activity14' numeric
@attribute 'time (s) Activity15' numeric
@attribute 'time (s) Activity16' numeric
@attribute 'n m001' numeric
@attribute 'n m002' numeric
@attribute 'n m003' numeric
@attribute 'n m004' numeric
@attribute 'n m005' numeric
@attribute 'n m006' numeric
@attribute 'n m007' numeric
@attribute 'n m008' numeric
@attribute 'n m009' numeric
@attribute 'n m010' numeric
@attribute 'n m011' numeric
@attribute 'n m012' numeric
@attribute 'n m013' numeric
@attribute 'n m014' numeric
@attribute 'n m015' numeric
@attribute 'n m016' numeric
@attribute 'n m017' numeric
@attribute 'n m018' numeric
@attribute 'n m019' numeric
@attribute 'n m020' numeric
@attribute 'n m021' numeric
@attribute 'n m022' numeric
@attribute 'n m023' numeric
@attribute 'n m024' numeric
@attribute 'n m025' numeric
@attribute 'n m026' numeric
@attribute 'n m027' numeric
@attribute 'n m028' numeric
@attribute 'n m029' numeric
@attribute 'n m030' numeric
@attribute 'n m031' numeric
@attribute 'n m032' numeric
@attribute 'n m033' numeric
@attribute 'n m034' numeric
@attribute 'n m035' numeric
@attribute 'n m036' numeric
@attribute 'n m037' numeric
@attribute 'n m038' numeric
@attribute 'n m039' numeric
@attribute 'n m040' numeric
@attribute 'n m041' numeric
@attribute 'n m042' numeric
@attribute 'n m043' numeric
@attribute 'n m044' numeric
@attribute 'n m045' numeric
@attribute 'n m046' numeric
@attribute 'n m047' numeric
@attribute 'n m048' numeric
@attribute 'n m049' numeric
@attribute 'n m050' numeric
@attribute 'n m051' numeric
@attribute 'n m052' numeric
@attribute 'n d001' numeric
@attribute 'n d002' numeric
@attribute 'n d003' numeric
@attribute 'n d004' numeric
@attribute 'n d005' numeric
@attribute 'n d006' numeric
@attribute 'n d007' numeric
@attribute 'n d008' numeric
@attribute 'n d009' numeric
@attribute 'n d010' numeric
@attribute 'n d011' numeric
@attribute 'n d012' numeric
@attribute 'n d013' numeric
@attribute 'n d014' numeric
@attribute 'n d015' numeric
@attribute 'n Task1' numeric
@attribute 'n Task2' numeric
@attribute 'n Task3' numeric
@attribute 'n Task4' numeric
@attribute 'n Task5' numeric
@attribute 'n Task6' numeric
@attribute 'n Task7' numeric
@attribute 'n Task8' numeric
@attribute 'n Task9' numeric
@attribute 'n Task10' numeric
@attribute 'n Task11' numeric
@attribute 'n Task12' numeric
@attribute 'n Task13' numeric
@attribute 'n Action1' numeric
@attribute 'n Action5' numeric
@attribute 'n Action6' numeric
@attribute 'n Action7' numeric
@attribute 'n Action8' numeric
@attribute 'n Action9' numeric
@attribute 'n Action10' numeric
@attribute 'n Action11' numeric
@attribute 'n Action12' numeric
@attribute 'n paz1' numeric
@attribute 'n paz2' numeric
@attribute 'n paz3' numeric
@attribute 'n paz4' numeric
@attribute 'n paz5' numeric
@attribute 'n paz7' numeric
@attribute 'n paz8' numeric
@attribute 'n paz9' numeric
@attribute 'n paz11' numeric
@attribute 'n paz14' numeric
@attribute 'n paz18' numeric
@attribute 'n paz19' numeric
@attribute 'n paz20' numeric
@attribute 'n paz21' numeric
@attribute 'n paz22' numeric
@attribute 'n paz23' numeric
@attribute 'n paz24' numeric
@attribute 'n paz25' numeric
@attribute 'n paz26' numeric
@attribute 'n paz29' numeric
@attribute 'n paz33' numeric
@attribute 'n paz34' numeric
@attribute 'n paz35' numeric
@attribute 'n paz39' numeric
@attribute 'n paz40' numeric
@attribute 'n paz42' numeric
@attribute 'n paz43' numeric
@attribute 'n paz44' numeric
@attribute 'n paz45' numeric
@attribute 'n paz49' numeric
@attribute 'n paz50' numeric
@attribute 'n paz52' numeric
@attribute 'n paz54' numeric
@attribute 'n paz56' numeric
@attribute 'n paz57' numeric
@attribute 'n paz58' numeric
@attribute 'n paz60' numeric
@attribute 'n paz62' numeric
@attribute 'n paz63' numeric
@attribute 'n paz66' numeric
@attribute 'n paz67' numeric
@attribute 'n paz68' numeric
@attribute 'n paz70' numeric
@attribute 'n paz71' numeric
@attribute 'n paz72' numeric
@attribute 'n paz73' numeric
@attribute 'n paz74' numeric
@attribute 'n paz75' numeric
@attribute 'n paz77' numeric
@attribute 'n paz78' numeric
@attribute 'n paz79' numeric
@attribute 'n paz82' numeric
@attribute 'n paz85' numeric
@attribute 'n paz86' numeric
@attribute 'n paz88' numeric
@attribute 'n paz89' numeric
@attribute 'n paz91' numeric
@attribute 'n paz92' numeric
@attribute 'n paz93' numeric
@attribute 'n paz94' numeric
@attribute 'n paz96' numeric
@attribute 'n paz97' numeric
@attribute 'n paz98' numeric
@attribute 'n paz99' numeric
@attribute 'n paz100' numeric
@attribute 'n paz101' numeric
@attribute 'n paz102' numeric
@attribute 'n paz103' numeric
@attribute 'n paz105' numeric
@attribute 'n paz106' numeric
@attribute 'n paz107' numeric
@attribute 'n paz108' numeric
@attribute 'n paz111' numeric
@attribute 'n paz112' numeric
@attribute 'n paz115' numeric
@attribute 'n paz116' numeric
@attribute 'n paz117' numeric
@attribute 'n paz118' numeric
@attribute 'n paz122' numeric
@attribute 'n paz124' numeric
@attribute 'n paz125' numeric
@attribute 'n paz128' numeric
@attribute 'n paz130' numeric
@attribute 'n paz131' numeric
@attribute 'n paz132' numeric
@attribute 'n paz134' numeric
@attribute 'n paz135' numeric
@attribute 'n paz136' numeric
@attribute 'n paz138' numeric
@attribute 'n paz139' numeric
@attribute 'n paz140' numeric
@attribute 'n paz145' numeric
@attribute 'n paz147' numeric
@attribute 'n paz149' numeric
@attribute 'n paz150' numeric
@attribute 'n paz152' numeric
@attribute 'n paz154' numeric
@attribute 'n paz155' numeric
@attribute 'n paz156' numeric
@attribute 'n paz157' numeric
@attribute 'n paz158' numeric
@attribute 'n paz159' numeric
@attribute 'n paz160' numeric
@attribute 'n paz161' numeric
@attribute 'n paz162' numeric
@attribute 'n paz163' numeric
@attribute 'n paz165' numeric
@attribute 'n paz166' numeric
@attribute 'n paz169' numeric
@attribute 'n paz170' numeric
@attribute 'n paz173' numeric
@attribute 'n paz175' numeric
@attribute 'n paz178' numeric
@attribute 'n paz179' numeric
@attribute 'n paz181' numeric
@attribute 'n paz184' numeric
@attribute 'n paz185' numeric
@attribute 'n paz188' numeric
@attribute 'n paz191' numeric
@attribute 'n paz194' numeric
@attribute 'n paz196' numeric
@attribute 'n paz197' numeric
@attribute 'n paz198' numeric
@attribute 'n paz199' numeric
@attribute 'n paz200' numeric
@attribute 'n paz201' numeric
@attribute 'n paz202' numeric
@attribute 'n paz203' numeric
@attribute 'n paz204' numeric
@attribute 'n paz205' numeric
@attribute 'n paz207' numeric
@attribute 'n paz208' numeric
@attribute 'n paz209' numeric
@attribute 'n paz210' numeric
@attribute 'n paz211' numeric
@attribute 'n paz212' numeric
@attribute 'n paz213' numeric
@attribute 'n paz214' numeric
@attribute 'n paz215' numeric
@attribute 'n paz216' numeric
@attribute 'n paz217' numeric
@attribute 'n paz218' numeric
@attribute 'n paz219' numeric
@attribute 'n paz220' numeric
@attribute 'n paz221' numeric
@attribute 'n paz222' numeric
@attribute 'n paz223' numeric
@attribute 'n paz224' numeric
@attribute 'n paz225' numeric
@attribute 'n paz226' numeric
@attribute 'n paz227' numeric
@attribute 'n paz228' numeric
@attribute 'n paz229' numeric
@attribute 'n paz231' numeric
@attribute 'n paz232' numeric
@attribute 'n paz235' numeric
@attribute 'n paz237' numeric
@attribute 'n paz241' numeric
@attribute 'n paz242' numeric
@attribute 'n paz243' numeric
@attribute 'n paz247' numeric
@attribute 'n paz249' numeric
@attribute 'n paz250' numeric
@attribute 'n paz251' numeric
@attribute 'n paz252' numeric
@attribute 'n paz253' numeric
@attribute 'n paz254' numeric
@attribute 'n paz255' numeric
@attribute 'n paz256' numeric
@attribute 'n paz257' numeric
@attribute 'n paz258' numeric
@attribute 'n paz259' numeric
@attribute 'n paz260' numeric
@attribute 'n paz261' numeric
@attribute 'n paz262' numeric
@attribute 'n paz264' numeric
@attribute 'n paz265' numeric
@attribute 'n paz266' numeric
@attribute 'n paz267' numeric
@attribute 'n paz268' numeric
@attribute 'n paz269' numeric
@attribute 'n paz270' numeric
@attribute 'n paz271' numeric
@attribute 'n paz272' numeric
@attribute 'n paz273' numeric
@attribute 'n paz274' numeric
@attribute 'trend' numeric
@attribute 'act Consumption' numeric
@attribute 'avg Consumption' numeric

@data
660,19.76923076923077,22.466666666666665,17.75,20.25,21.0,283,246,236,518,76,109,350,171,120,45,167,165,245,529,83,293,142,68,14,4,10,56,197,153,137,106,99,84,589,187,152,184,422,168,80,0,106,102,144,70,122,84,42,50,48,0,0,0,0,10,14,0,20,19,14,10,12,52,54,16,10,24,20,4,4,20,64,904,2,0,0,2,1,4,44,0,0,0,0,3,2,0,2,17,45,32,41,20,12,0,8,2,1,0,0,0,7,99,19,23,10,11,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.929437383877831,2920.924349881797,2442.655172413793
715,19.76923076923077,22.466666666666665,17.75,20.25,21.0,178,172,345,541,61,214,527,118,80,27,101,158,153,403,60,332,93,48,12,0,2,72,147,116,106,80,10,6,270,116,126,139,269,82,42,0,74,54,103,62,92,56,42,40,44,0,0,0,0,0,0,0,41,40,12,12,22,53,44,0,0,0,0,0,0,0,34,132,0,0,0,0,6,2,34,0,0,0,0,8,0,0,0,25,44,17,40,29,25,10,1,5,1,0,2,0,13,112,9,35,2,17,4,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6667158693599297,2611.0714285714284,1589.9166666666667
930,19.76923076923077,22.466666666666665,17.75,20.25,21.0,490,149,297,407,78,180,296,127,34,62,374,235,259,434,82,343,91,36,12,6,2,60,119,111,106,78,18,16,542,134,78,124,258,96,32,0,54,48,81,44,120,76,38,48,30,0,0,0,0,0,0,0,16,22,8,8,18,58,46,0,0,0,0,0,0,0,36,0,0,0,0,0,4,4,22,0,0,0,0,6,2,0,0,16,27,21,35,26,29,40,3,4,1,0,0,1,8,143,11,21,5,2,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.463288488834747,2894.934812286689,2270.4603448275866
690,24.454545454545453,28.194444444444443,23.05555555555556,22.9,24.79069767441861,179,181,173,509,71,105,169,52,45,30,149,182,172,485,86,0,128,80,6,2,2,78,190,148,108,34,10,4,408,176,124,164,312,156,66,2,86,66,118,54,136,72,44,40,16,0,0,0,0,0,0,0,0,0,0,0,0,42,40,0,0,0,0,0,0,0,30,0,1,0,0,0,0,0,30,0,12,12,0,9,0,0,0,17,13,29,34,17,16,1,0,4,0,0,0,0,13,70,3,19,7,15,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.210296815782286,1839.5434782608693,570.2307692307693
690,19.25,22.38095238095238,19.61111111111111,19.25,21.657894736842103,474,191,471,697,71,267,360,130,141,89,252,327,329,509,147,505,102,106,18,6,4,108,226,176,104,32,14,6,276,258,108,144,350,114,34,0,64,52,92,48,126,66,32,34,26,0,0,0,0,0,0,0,4,4,0,0,0,56,42,0,0,0,0,0,0,0,36,0,6,0,0,0,0,0,27,0,12,4,0,12,0,0,0,19,38,46,72,58,47,30,1,1,1,1,0,0,18,220,18,15,11,17,7,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.323486528671326,1570.156976744186,1980.9419354838708
685,19.25,22.38095238095238,19.61111111111111,19.25,21.657894736842103,398,182,568,470,63,137,498,106,93,49,368,181,345,479,195,314,116,52,18,2,4,90,166,138,122,16,4,6,425,206,158,184,384,122,60,2,86,58,126,64,104,66,40,44,32,0,0,0,0,0,0,0,18,22,10,14,16,46,46,0,0,0,0,0,0,0,56,64,2,0,0,0,4,2,33,0,0,0,0,15,0,0,0,21,22,40,77,26,13,23,1,7,1,2,0,0,12,168,9,24,8,3,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.581660945786556,2367.7526946107787,519.9142857142857
690,17.071428571428573,22.642857142857142,18.33333333333333,17.5,20.727272727272727,133,274,338,683,65,176,643,164,75,33,177,572,202,390,144,456,86,76,2,0,0,34,106,116,50,6,10,2,565,130,126,150,296,78,34,0,54,62,94,42,104,44,28,30,12,0,0,0,0,0,0,0,6,6,4,4,14,40,34,0,0,0,0,0,0,0,36,482,0,0,0,0,3,0,28,0,6,6,0,4,0,8,6,21,32,22,32,14,22,1,8,5,2,0,0,0,13,70,11,26,10,20,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.989922442305488,1303.5109120521174,993.7266666666668
990,23.5,27.58974358974359,24.205128205128204,24.67948717948718,25.71794871794872,298,154,218,558,57,179,313,82,107,31,76,247,213,379,110,261,110,67,12,5,3,70,140,141,74,29,6,6,264,211,136,180,317,84,24,0,64,72,93,50,96,56,36,38,34,0,0,0,0,0,0,0,4,4,4,4,5,43,42,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,20,36,51,25,30,16,1,6,1,5,5,0,12,138,14,21,9,7,5,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.350271974052024,1358.5371134020616,658.0187500000001
900,23.95833333333333,27.310344827586206,19.0,18.5,23.444444444444443,151,172,205,538,58,164,507,95,41,36,192,212,280,550,14,199,84,68,4,0,2,16,110,114,74,8,2,4,294,115,83,114,245,70,32,0,46,52,84,34,62,36,28,30,24,0,0,0,0,0,0,0,12,20,16,12,14,32,32,0,0,0,0,0,0,0,26,454,0,0,0,0,5,4,19,0,5,10,0,2,0,0,0,15,19,52,26,12,15,17,2,5,2,2,0,0,9,107,12,16,11,3,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3083501163814757,3406.6120454545458,1757.7208053691274
990,22.15,26.63157894736842,24.0,22.25,26.25,545,265,473,558,100,166,802,240,54,39,459,318,253,716,86,410,86,40,22,4,16,70,150,118,112,40,18,20,458,196,128,154,332,122,20,0,32,40,87,22,118,24,22,24,16,0,0,0,0,0,0,0,10,14,5,5,11,32,32,0,0,0,0,0,0,0,36,402,0,0,0,0,3,0,16,0,8,4,0,8,0,0,0,18,40,43,42,40,78,39,6,2,1,1,0,0,11,252,6,15,14,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6783616829700727,2234.810288065844,1522.211363636363
985,22.15,26.63157894736842,24.0,22.25,26.25,191,231,464,756,61,0,317,56,131,43,357,408,281,738,243,501,70,90,4,0,6,34,116,118,110,60,20,6,291,150,151,182,260,88,49,10,42,20,61,46,140,52,26,26,14,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,32,0,4,0,0,0,0,0,26,0,0,0,0,7,0,0,0,25,28,40,34,10,7,2,1,2,1,1,1,0,19,75,15,20,3,6,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.191053613725659,1833.3065693430656,2357.0526315789475
990,22.605263157894736,26.93421052631579,22.52857142857143,22.5,24.928571428571427,239,278,399,397,59,0,710,117,106,48,142,349,216,514,153,428,117,78,10,2,19,50,163,130,98,6,2,0,373,205,116,137,254,99,32,0,71,77,117,50,94,66,27,30,12,0,0,0,0,0,0,0,0,0,0,0,0,33,28,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,32,0,20,14,0,11,0,0,0,21,34,66,48,28,13,12,17,5,2,1,1,1,17,157,29,17,17,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9084014638546165,1436.3312056737589,2056.7871559633027
690,26.38888888888889,30.205882352941178,25.75,26.75,24.147058823529413,246,139,238,373,40,165,423,83,60,43,103,133,124,408,90,215,124,32,12,2,2,32,138,150,112,28,2,10,382,158,126,156,324,144,82,0,100,70,119,82,98,74,66,64,36,4,2,0,0,0,0,2,26,34,20,18,30,62,56,0,0,0,0,0,0,0,42,346,7,0,2,0,8,4,32,0,16,8,0,11,0,0,0,18,22,32,19,35,22,13,6,10,2,3,0,0,16,102,4,29,13,6,3,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.109766487268245,1961.888655462185,425.0185185185185
965,26.38888888888889,30.205882352941178,25.75,26.75,24.147058823529413,225,175,372,404,40,78,537,65,54,34,92,486,221,541,134,380,98,28,12,2,4,30,140,120,122,60,26,10,516,128,150,230,262,90,36,2,58,52,80,46,116,60,28,22,16,0,0,0,0,0,0,0,0,0,0,0,0,22,20,0,0,0,0,0,0,0,34,146,0,0,0,0,0,0,35,0,0,0,0,10,0,0,0,23,22,21,43,26,18,10,1,9,1,3,1,1,14,107,9,34,1,3,3,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.854662319551682,2688.230293159609,1968.739837398374
